exchange,shortname,symbol,longname,sector,industry,origin,type,currency
JPX,MATSUKIYOCOCOKARA & CO,3088.T,MatsukiyoCocokara & Co.,Healthcare,Pharmaceutical Retailers,yfinance,stock,JPY
JPX,NIPPON SANSO HOLDINGS CORPORATI,4091.T,Nippon Sanso Holdings Corporation,Basic Materials,Chemicals,yfinance,stock,JPY
JPX,TOHO CO LTD,9602.T,"Toho Co., Ltd.",Communication Services,Entertainment,yfinance,stock,JPY
JPX,HULIC CO LTD,3003.T,"Hulic Co., Ltd.",Real Estate,Real Estate Services,yfinance,stock,JPY
JPX,ZENSHO HOLDINGS CO LTD,7550.T,"Zensho Holdings Co., Ltd.",Consumer Cyclical,Restaurants,yfinance,stock,JPY
JPX,TREND MICRO INC,4704.T,Trend Micro Incorporated,Technology,Software—Infrastructure,yfinance,stock,JPY
JPX,KAWASAKI KISEN KAISHA,9107.T,"Kawasaki Kisen Kaisha, Ltd.",Industrials,Marine Shipping,yfinance,stock,JPY
JPX,SYSMEX CORP,6869.T,Sysmex Corporation,Healthcare,Medical Devices,yfinance,stock,JPY
JPX,HIKARI TSUSHIN INC,9435.T,"Hikari Tsushin, Inc.",Industrials,Conglomerates,yfinance,stock,JPY
JPX,OTSUKA CORPORATION,4768.T,Otsuka Corporation,Technology,Information Technology Services,yfinance,stock,JPY
JPX,TSURUHA HOLDINGS INC,3391.T,Tsuruha Holdings Inc.,Healthcare,Pharmaceutical Retailers,yfinance,stock,JPY
JPX,SUNTORY BEVERAGE & FOOD LIMITED,2587.T,Suntory Beverage & Food Limited,Consumer Defensive,Beverages—Non-Alcoholic,yfinance,stock,JPY
JPX,KYOWA KIRIN CO LTD,4151.T,"Kyowa Kirin Co., Ltd.",Healthcare,Drug Manufacturers—Specialty & Generic,yfinance,stock,JPY
JPX,ZOZO INC,3092.T,"ZOZO, Inc.",Consumer Cyclical,Internet Retail,yfinance,stock,JPY
JPX,MONOTARO CO.LTD,3064.T,"MonotaRO Co., Ltd.",Consumer Cyclical,Internet Retail,yfinance,stock,JPY
JPX,KOBE BUSSAN CO LTD,3038.T,"Kobe Bussan Co., Ltd.",Consumer Defensive,Grocery Stores,yfinance,stock,JPY
JPX,ANA HOLDINGS INC,9202.T,ANA Holdings Inc.,Industrials,Airlines,yfinance,stock,JPY
JPX,TOKYO METRO CO LTD,9023.T,,Industrials,Conglomerates,yfinance,stock,JPY
JPX,ORACLE CORP JAPAN,4716.T,Oracle Corporation Japan,Technology,Software—Infrastructure,yfinance,stock,JPY
JPX,SG HOLDINGS CO LTD,9143.T,"SG Holdings Co.,Ltd.",Industrials,Integrated Freight & Logistics,yfinance,stock,JPY
JPX,JAPAN AIRLINES CO LTD,9201.T,"Japan Airlines Co., Ltd.",Industrials,Airlines,yfinance,stock,JPY
HKG,TENCENT,0700.HK,Tencent Holdings Limited,Communication Services,Internet Content & Information,yfinance,stock,HKD
HKG,BABA-W,9988.HK,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,yfinance,stock,HKD
HKG,CCB,0939.HK,China Construction Bank Corporation,Financial Services,Banks—Diversified,yfinance,stock,HKD
HKG,XIAOMI-W,1810.HK,Xiaomi Corporation,Technology,Consumer Electronics,yfinance,stock,HKD
NMS,PDD Holdings Inc.,PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,yfinance,stock,USD
HKG,MEITUAN-W,3690.HK,Meituan,Consumer Cyclical,Internet Retail,yfinance,stock,HKD
HKG,PING AN,2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",Financial Services,Insurance—Life,yfinance,stock,HKD
HKG,ICBC,1398.HK,Industrial and Commercial Bank of China Limited,Financial Services,Banks—Diversified,yfinance,stock,HKD
HKG,NTES-S,9999.HK,"NetEase, Inc.",Communication Services,Electronic Gaming & Multimedia,yfinance,stock,HKD
HKG,BYD COMPANY,1211.HK,BYD Company Limited,Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,BIDU-SW,9888.HK,"Baidu, Inc.",Communication Services,Internet Content & Information,yfinance,stock,HKD
HKG,BANK OF CHINA,3988.HK,Bank of China Limited,Financial Services,Banks—Diversified,yfinance,stock,HKD
HKG,TRIP.COM-S,9961.HK,Trip.com Group Limited,Consumer Cyclical,Travel Services,yfinance,stock,HKD
HKG,JD-SW,9618.HK,"JD.com, Inc.",Consumer Cyclical,Internet Retail,yfinance,stock,HKD
HKG,ZIJIN MINING,2899.HK,Zijin Mining Group Company Limited,Basic Materials,Gold,yfinance,stock,HKD
HKG,CHINA LIFE,2628.HK,China Life Insurance Company Limited,Financial Services,Insurance—Life,yfinance,stock,HKD
HKG,KUAISHOU-W,1024.HK,Kuaishou Technology,Communication Services,Internet Content & Information,yfinance,stock,HKD
HKG,CM BANK,3968.HK,"China Merchants Bank Co., Ltd.",Financial Services,Banks—Regional,yfinance,stock,HKD
HKG,BEONE MEDICINES,6160.HK,BeOne Medicines AG,Healthcare,Biotechnology,yfinance,stock,HKD
HKG,PETROCHINA,0857.HK,PetroChina Company Limited,Energy,Oil & Gas Integrated,yfinance,stock,HKD
HKG,ABC,1288.HK,ABC,Financial Services,Banks—Diversified,yfinance,stock,HKD
HKG,CHINA SHENHUA,1088.HK,China Shenhua Energy Company Limited,Energy,Thermal Coal,yfinance,stock,HKD
HKG,WUXI BIO,2269.HK,WuXi Biologics (Cayman) Inc.,Healthcare,Biotechnology,yfinance,stock,HKD
HKG,YUM CHINA,9987.HK,"Yum China Holdings, Inc.",Consumer Cyclical,Restaurants,yfinance,stock,HKD
HKG,INNOVENT BIO,1801.HK,"Innovent Biologics, Inc.",Healthcare,Biotechnology,yfinance,stock,HKD
SHH,KWEICHOW MOUTAI,600519.SS,"Kweichow Moutai Co., Ltd.",Consumer Defensive,Beverages—Wineries & Distilleries,yfinance,stock,CNY
HKG,PICC P&C,2328.HK,PICC Property and Casualty Company Limited,Financial Services,Insurance—Property & Casualty,yfinance,stock,HKD
HKG,SINOPEC CORP,0386.HK,China Petroleum & Chemical Corporation,Energy,Oil & Gas Integrated,yfinance,stock,HKD
HKG,GEELY AUTO,0175.HK,Geely Automobile Holdings Limited,Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,ANTA SPORTS,2020.HK,ANTA Sports Products Limited,Consumer Cyclical,Leisure,yfinance,stock,HKD
HKG,NONGFU SPRING,9633.HK,"Nongfu Spring Co., Ltd.",Consumer Defensive,Beverages—Non-Alcoholic,yfinance,stock,HKD
HKG,CHINAHONGQIAO,1378.HK,China Hongqiao Group Limited,Basic Materials,Aluminum,yfinance,stock,HKD
HKG,POP MART,9992.HK,Pop Mart International Group Limited,Consumer Cyclical,Leisure,yfinance,stock,HKD
HKG,XPENG-W,9868.HK,XPeng Inc.,Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,CPIC,2601.HK,"China Pacific Insurance (Group) Co., Ltd.",Financial Services,Insurance—Life,yfinance,stock,HKD
HKG,CHINA RES LAND,1109.HK,China Resources Land Limited,Real Estate,Real Estate—Development,yfinance,stock,HKD
HKG,BEKE-W,2423.HK,KE Holdings Inc.,Real Estate,Real Estate Services,yfinance,stock,HKD
HKG,CMOC,3993.HK,CMOC Group Limited,Basic Materials,Other Industrial Metals & Mining,yfinance,stock,HKD
HKG,LI AUTO-W,2015.HK,Li Auto Inc.,Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,CSPC PHARMA,1093.HK,CSPC Pharmaceutical Group Limited,Healthcare,Drug Manufacturers—General,yfinance,stock,HKD
HKG,AKESO,9926.HK,"Akeso, Inc.",Healthcare,Biotechnology,yfinance,stock,HKD
HKG,JD HEALTH,6618.HK,JD Health International Inc.,Healthcare,Pharmaceutical Retailers,yfinance,stock,HKD
NMS,H World Group Limited,HTHT,H World Group Limited,Consumer Cyclical,Lodging,yfinance,stock,USD
NYQ,Tencent Music Entertainment Gro,TME,Tencent Music Entertainment Group,Communication Services,Internet Content & Information,yfinance,stock,USD
HKG,ZTO EXPRESS-W,2057.HK,ZTO Express (Cayman) Inc.,Industrials,Integrated Freight & Logistics,yfinance,stock,HKD
HKG,HUA HONG SEMI,1347.HK,Hua Hong Semiconductor Limited,Technology,Semiconductors,yfinance,stock,HKD
HKG,LENOVO GROUP,0992.HK,Lenovo Group Limited,Technology,Computer Hardware,yfinance,stock,HKD
HKG,SINO BIOPHARM,1177.HK,Sino Biopharmaceutical Limited,Healthcare,Biotechnology,yfinance,stock,HKD
HKG,NIO-SW,9866.HK,NIO Inc.,Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,HANSOH PHARMA,3692.HK,Hansoh Pharmaceutical Group Company Limited,Healthcare,Drug Manufacturers—Specialty & Generic,yfinance,stock,HKD
HKG,ZHAOJIN MINING,1818.HK,Zhaojin Mining Industry Company Limited,Basic Materials,Gold,yfinance,stock,HKD
HKG,HAIER SMARTHOME,6690.HK,"Haier Smart Home Co., Ltd.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",yfinance,stock,HKD
HKG,BILIBILI-W,9626.HK,Bilibili Inc.,Communication Services,Internet Content & Information,yfinance,stock,HKD
HKG,PICC GROUP,1339.HK,The People's Insurance Company (Group) of China Limited,Financial Services,Insurance—Property & Casualty,yfinance,stock,HKD
HKG,NEW ORIENTAL-S,9901.HK,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,yfinance,stock,HKD
HKG,CITIC BANK,0998.HK,China CITIC Bank Corporation Limited,Financial Services,Banks—Regional,yfinance,stock,HKD
HKG,NCI,1336.HK,New China Life Insurance Company Ltd.,Financial Services,Insurance—Life,yfinance,stock,HKD
HKG,BANKCOMM,3328.HK,"Bank of Communications Co., Ltd.",Financial Services,Banks—Diversified,yfinance,stock,HKD
NMS,KANZHUN LIMITED - American Depo,BZ,Kanzhun Limited,Communication Services,Internet Content & Information,yfinance,stock,USD
SHH,CHINA MERCHANTS BANK CO LTD,600036.SS,"China Merchants Bank Co., Ltd.",Financial Services,Banks—Regional,yfinance,stock,CNY
HKG,ENN ENERGY,2688.HK,ENN Energy Holdings Limited,Utilities,Utilities—Regulated Gas,yfinance,stock,HKD
SHH,FOXCONN INDUSTRIAL INTERNET CO ,601138.SS,"Foxconn Industrial Internet Co., Ltd.",Technology,Communication Equipment,yfinance,stock,CNY
HKG,SHENZHOU INTL,2313.HK,Shenzhou International Group Holdings Limited,Consumer Cyclical,Textile Manufacturing,yfinance,stock,HKD
SHH,ZIJIN MINING GROUP CO.LTD,601899.SS,Zijin Mining Group Company Limited,Basic Materials,Gold,yfinance,stock,CNY
HKG,CHINA TOWER,0788.HK,China Tower Corporation Limited,Communication Services,Telecom Services,yfinance,stock,HKD
HKG,CHALCO,2600.HK,Aluminum Corporation of China Limited,Basic Materials,Aluminum,yfinance,stock,HKD
HKG,CHINA OVERSEAS,0688.HK,China Overseas Land & Investment Limited,Real Estate,Real Estate—Development,yfinance,stock,HKD
HKG,JIANGXI COPPER,0358.HK,Jiangxi Copper Company Limited,Basic Materials,Copper,yfinance,stock,HKD
HKG,3SBIO,1530.HK,3SBio Inc.,Healthcare,Biotechnology,yfinance,stock,HKD
HKG,CITIC,0267.HK,CITIC Limited,Industrials,Conglomerates,yfinance,stock,HKD
SHH,PING AN INSURANCE(GROUP)CO.OF C,601318.SS,"Ping An Insurance (Group) Company of China, Ltd.",Financial Services,Insurance—Life,yfinance,stock,CNY
HKG,GDS-SW,9698.HK,GDS Holdings Limited,Technology,Information Technology Services,yfinance,stock,HKD
HKG,MENGNIU DAIRY,2319.HK,China Mengniu Dairy Company Limited,Consumer Defensive,Packaged Foods,yfinance,stock,HKD
HKG,HORIZONROBOT-W,9660.HK,Horizon Robotics,Technology,Software—Application,yfinance,stock,HKD
HKG,SUNNY OPTICAL,2382.HK,Sunny Optical Technology (Group) Company Limited,Technology,Electronic Components,yfinance,stock,HKD
HKG,KINGDEE INT'L,0268.HK,Kingdee International Software Group Company Limited,Technology,Software—Application,yfinance,stock,HKD
HKG,WUXI APPTEC,2359.HK,"WuXi AppTec Co., Ltd.",Healthcare,Diagnostics & Research,yfinance,stock,HKD
HKG,LI NING,2331.HK,Li Ning Company Limited,Consumer Cyclical,Leisure,yfinance,stock,HKD
HKG,PSBC,1658.HK,"Postal Savings Bank of China Co., Ltd.",Financial Services,Banks—Regional,yfinance,stock,HKD
HKG,CITIC SEC,6030.HK,CITIC Securities Company Limited,Financial Services,Capital Markets,yfinance,stock,HKD
NYQ,Vipshop Holdings Limited,VIPS,Vipshop Holdings Limited,Consumer Cyclical,Internet Retail,yfinance,stock,USD
SHH,CHINA YANGTZE POWER CO,600900.SS,"China Yangtze Power Co., Ltd.",Utilities,Utilities—Renewable,yfinance,stock,CNY
HKG,WEICHAI POWER,2338.HK,"Weichai Power Co., Ltd.",Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,CHINAGOLDINTL,2099.HK,China Gold International Resources Corp. Ltd.,Basic Materials,Other Precious Metals & Mining,yfinance,stock,HKD
HKG,CHINA RES BEER,0291.HK,China Resources Beer (Holdings) Company Limited,Consumer Defensive,Beverages—Brewers,yfinance,stock,HKD
SHH,AGRICULTURAL BANK OF CHINA,601288.SS,Agricultural Bank of China Limited,Financial Services,Banks—Diversified,yfinance,stock,CNY
HKG,MMG,1208.HK,MMG Limited,Basic Materials,Copper,yfinance,stock,HKD
HKG,ALI HEALTH,0241.HK,Alibaba Health Information Technology Limited,Healthcare,Pharmaceutical Retailers,yfinance,stock,HKD
SHH,CAMBRICON TECHNOLOGIES CORPORAT,688256.SS,Cambricon Technologies Corporation Limited,Technology,Semiconductors,yfinance,stock,CNY
HKG,SD GOLD,1787.HK,"Shandong Gold Mining Co., Ltd.",Basic Materials,Gold,yfinance,stock,HKD
HKG,FUYAO GLASS,3606.HK,"Fuyao Glass Industry Group Co., Ltd.",Consumer Cyclical,Auto Parts,yfinance,stock,HKD
HKG,CICC,3908.HK,China International Capital Corporation Limited,Financial Services,Capital Markets,yfinance,stock,HKD
SHH,HYGON INFORMATION TECHNOLOGY CO,688041.SS,"Hygon Information Technology Co., Ltd.",Technology,Computer Hardware,yfinance,stock,CNY
HKG,CGS,6881.HK,"China Galaxy Securities Co., Ltd.",Financial Services,Financial Conglomerates,yfinance,stock,HKD
HKG,CATL,3750.HK,"Contemporary Amperex Technology Co., Limited",Industrials,Electrical Equipment & Parts,yfinance,stock,HKD
HKG,CHINA RES POWER,0836.HK,China Resources Power Holdings Company Limited,Utilities,Utilities—Independent Power Producers,yfinance,stock,HKD
NYQ,TAL Education Group,TAL,TAL Education Group,Consumer Defensive,Education & Training Services,yfinance,stock,USD
HKG,COSCO SHIP HOLD,1919.HK,"COSCO SHIPPING Holdings Co., Ltd.",Industrials,Marine Shipping,yfinance,stock,HKD
HKG,YANKUANG ENERGY,1171.HK,Yankuang Energy Group Company Limited,Energy,Thermal Coal,yfinance,stock,HKD
HKG,MIDEA GROUP,0300.HK,"Midea Group Co., Ltd.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",yfinance,stock,HKD
HKG,ZIJIN GOLD INTL,2259.HK,Zijin Gold International Company Limited,Basic Materials,Gold,yfinance,stock,HKD
HKG,KINGSOFT,3888.HK,Kingsoft Corporation Limited,Communication Services,Electronic Gaming & Multimedia,yfinance,stock,HKD
HKG,GTHT,2611.HK,"Guotai Haitong Securities Co., Ltd.",Financial Services,Capital Markets,yfinance,stock,HKD
HKG,GWMOTOR,2333.HK,Great Wall Motor Company Limited,Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,MEITU,1357.HK,"Meitu, Inc.",Communication Services,Internet Content & Information,yfinance,stock,HKD
HKG,CGN POWER,1816.HK,"CGN Power Co., Ltd.",Utilities,Utilities—Independent Power Producers,yfinance,stock,HKD
SHH,INDUSTRIAL & COMMERCIAL BK OF C,601398.SS,Industrial and Commercial Bank of China Limited,Financial Services,Banks—Diversified,yfinance,stock,CNY
HKG,AAC TECH,2018.HK,AAC Technologies Holdings Inc.,Technology,Communication Equipment,yfinance,stock,HKD
HKG,TSINGTAO BREW,0168.HK,Tsingtao Brewery Company Limited,Consumer Defensive,Beverages—Brewers,yfinance,stock,HKD
HKG,CHINA TAIPING,0966.HK,China Taiping Insurance Holdings Company Limited,Financial Services,Insurance—Life,yfinance,stock,HKD
SHH,INDUSTRIAL BANK CO LTD,601166.SS,"Industrial Bank Co., Ltd.",Financial Services,Banks—Regional,yfinance,stock,CNY
HKG,GANFENGLITHIUM,1772.HK,"Ganfeng Lithium Group Co., Ltd.",Basic Materials,Chemicals,yfinance,stock,HKD
HKG,CHINA RES MIXC,1209.HK,China Resources Mixc Lifestyle Services Limited,Real Estate,Real Estate Services,yfinance,stock,HKD
HKG,TONGCHENGTRAVEL,0780.HK,Tongcheng Travel Holdings Limited,Consumer Cyclical,Travel Services,yfinance,stock,HKD
HKG,KUNLUN ENERGY,0135.HK,Kunlun Energy Company Limited,Energy,Oil & Gas Refining & Marketing,yfinance,stock,HKD
HKG,CONCH CEMENT,0914.HK,Anhui Conch Cement Company Limited,Basic Materials,Building Materials,yfinance,stock,HKD
HKG,J&T EXPRESS-W,1519.HK,J&T Global Express Limited,Industrials,Integrated Freight & Logistics,yfinance,stock,HKD
HKG,BYD ELECTRONIC,0285.HK,BYD Electronic (International) Company Limited,Technology,Electronic Components,yfinance,stock,HKD
SHH,CMOC GROUP LIMITED,603993.SS,CMOC Group Limited,Basic Materials,Other Industrial Metals & Mining,yfinance,stock,CNY
HKG,CHINA RUYI,0136.HK,China Ruyi Holdings Limited,Communication Services,Entertainment,yfinance,stock,HKD
HKG,SINOPHARM,1099.HK,Sinopharm Group Co. Ltd.,Healthcare,Medical Distribution,yfinance,stock,HKD
SHH,JIANGSU HENGRUI PHARMACEUTICALS,600276.SS,"Jiangsu Hengrui Pharmaceuticals Co.,Ltd",Healthcare,Drug Manufacturers—Specialty & Generic,yfinance,stock,CNY
HKG,CHOW TAI FOOK,1929.HK,Chow Tai Fook Jewellery Group Limited,Consumer Cyclical,Luxury Goods,yfinance,stock,HKD
HKG,WUXI XDC,2268.HK,WuXi XDC Cayman Inc.,Healthcare,Diagnostics & Research,yfinance,stock,HKD
HKG,GCL TECH,3800.HK,GCL Technology Holdings Limited,Technology,Solar,yfinance,stock,HKD
HKG,CRRC,1766.HK,CRRC Corporation Limited,Industrials,Railroads,yfinance,stock,HKD
HKG,UBTECH ROBOTICS,9880.HK,Ubtech Robotics Corp Ltd,Industrials,Specialty Industrial Machinery,yfinance,stock,HKD
HKG,HTSC,6886.HK,"Huatai Securities Co., Ltd.",Financial Services,Capital Markets,yfinance,stock,HKD
HKG,HAIDILAO,6862.HK,Haidilao International Holding Ltd.,Consumer Cyclical,Restaurants,yfinance,stock,HKD
HKG,MINSHENG BANK,1988.HK,"China Minsheng Banking Corp., Ltd.",Financial Services,Banks—Regional,yfinance,stock,HKD
HKG,HUANENG POWER,0902.HK,"Huaneng Power International, Inc.",Utilities,Utilities—Independent Power Producers,yfinance,stock,HKD
SHH,BANK OF COMMUNICATIONS CO LTD,601328.SS,"Bank of Communications Co., Ltd.",Financial Services,Banks—Diversified,yfinance,stock,CNY
HKG,LEAPMOTOR,9863.HK,"Zhejiang Leapmotor Technology Co., Ltd.",Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
SHH,SHANGHAI PUDONG DEVELOPMENT BAN,600000.SS,"Shanghai Pudong Development Bank Co., Ltd.",Financial Services,Banks—Regional,yfinance,stock,CNY
SHH,CITIC SECURITIES CO LTD,600030.SS,CITIC Securities Company Limited,Financial Services,Capital Markets,yfinance,stock,CNY
HKG,TINGYI,0322.HK,Tingyi (Cayman Islands) Holding Corp.,Consumer Defensive,Packaged Foods,yfinance,stock,HKD
HKG,JD LOGISTICS,2618.HK,"JD Logistics, Inc.",Industrials,Integrated Freight & Logistics,yfinance,stock,HKD
HKG,SKB BIO-B,6990.HK,"Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.",Healthcare,Biotechnology,yfinance,stock,HKD
HKG,ZTE,0763.HK,ZTE Corporation,Technology,Communication Equipment,yfinance,stock,HKD
HKG,WANT WANT CHINA,0151.HK,Want Want China Holdings Limited,Consumer Defensive,Packaged Foods,yfinance,stock,HKD
HKG,CHINA GAS HOLD,0384.HK,China Gas Holdings Limited,Utilities,Utilities—Regulated Gas,yfinance,stock,HKD
HKG,XTALPI,2228.HK,XtalPi Holdings Limited,Healthcare,Health Information Services,yfinance,stock,HKD
HKG,CHINFMINING,1258.HK,China Nonferrous Mining Corporation Limited,Basic Materials,Copper,yfinance,stock,HKD
HKG,BOSIDENG,3998.HK,Bosideng International Holdings Limited,Consumer Cyclical,Apparel Manufacturing,yfinance,stock,HKD
HKG,SMOORE INTL,6969.HK,Smoore International Holdings Limited,Consumer Defensive,Tobacco,yfinance,stock,HKD
SHH,CHINA PACIFIC INSURANCE (GROUP),601601.SS,"China Pacific Insurance (Group) Co., Ltd.",Financial Services,Insurance—Life,yfinance,stock,CNY
HKG,DONGFENG GROUP,0489.HK,Dongfeng Motor Group Company Limited,Consumer Cyclical,Auto Manufacturers,yfinance,stock,HKD
HKG,GUANGDONG INV,0270.HK,Guangdong Investment Limited,Utilities,Utilities—Regulated Water,yfinance,stock,HKD
HKG,CHINA COAL,1898.HK,China Coal Energy Company Limited,Energy,Thermal Coal,yfinance,stock,HKD
HKG,CHINA RES GAS,1193.HK,China Resources Gas Group Limited,Utilities,Utilities—Regulated Gas,yfinance,stock,HKD
HKG,SINOTRUK,3808.HK,Sinotruk (Hong Kong) Limited,Industrials,Farm & Heavy Construction Machinery,yfinance,stock,HKD
HKG,LONGFOR GROUP,0960.HK,Longfor Group Holdings Limited,Real Estate,Real Estate—Development,yfinance,stock,HKD
SHH,GUOTAI HAITONG SECURITIES CO LT,601211.SS,"Guotai Haitong Securities Co., Ltd.",Financial Services,Capital Markets,yfinance,stock,CNY
HKG,CHINA MER PORT,0144.HK,China Merchants Port Holdings Company Limited,Industrials,Marine Shipping,yfinance,stock,HKD
HKG,MNSO,9896.HK,MINISO Group Holding Limited,Consumer Cyclical,Specialty Retail,yfinance,stock,HKD
HKG,LAOPU GOLD,6181.HK,"Laopu Gold Co., Ltd.",Consumer Cyclical,Luxury Goods,yfinance,stock,HKD
HKG,CNBM,3323.HK,China National Building Material Company Limited,Basic Materials,Building Materials,yfinance,stock,HKD
SHH,CHINA CSSC HOLDINGS LIMITED,600150.SS,China CSSC Holdings Limited,Industrials,Aerospace & Defense,yfinance,stock,CNY
SHH,CHINA SHENHUA ENERGY COMPANY LT,601088.SS,China Shenhua Energy Company Limited,Energy,Thermal Coal,yfinance,stock,CNY
HKG,TIMES ELECTRIC,3898.HK,"Zhuzhou CRRC Times Electric Co., Ltd.",Industrials,Railroads,yfinance,stock,HKD
HKG,GENSCRIPT BIO,1548.HK,Genscript Biotech Corporation,Healthcare,Biotechnology,yfinance,stock,HKD
HKG,REMEGEN,9995.HK,"RemeGen Co., Ltd.",Healthcare,Biotechnology,yfinance,stock,HKD
